shipment_id,supplier_id,product_id,shipment_date,expected_arrival,actual_arrival,shipment_quantity,shipment_status,product_name,category,unit_price,product_supplier_id,supplier_name,city,lead_time,rating,inventory_id,warehouse,stock_quantity,last_updated,disruption_id,disruption_type,severity,description,reported_date,decision_id,recommended_action,action_taken,decision_date,outcome_id,outcome_status,delay_days,cost_change,remarks,lead_time_category,cost_impact,delivery_delay,supplier_avg_delay,shipment_month,shipment_year,shipment_quarter,shipment_weekday,is_delayed,delay_category,high_severity,large_shipment,inventory_status,shipment_value
3452,9,37,2026-05-19,2026-05-26,2026-05-25,233,Delayed,Earum Product,Groceries,442.22,11,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,37,Mumbai Warehouse,198,2026-06-16,,,,,,,,,,,,,,,Average,No Cost,-1,1.3277310924369747,May,2026,2,Tuesday,0,On Time,0,0,Medium,103037.26000000001
3453,4,1,2025-11-30,2025-12-05,2025-12-09,358,In Transit,Sint Product,Clothing,2204.33,20,Rajagopal-Jayaraman,Jalna,1.0,3.51,1,Mumbai Warehouse,324,2026-07-01,,,,,,,,,,,,,,,Fast,No Cost,4,1.5989304812834224,November,2025,4,Sunday,1,Major Delay,0,1,High,789150.14
3454,8,111,2024-11-25,2024-11-28,2024-12-01,398,Delivered,Quaerat Product,Clothing,218.68,3,Hans-Bir,Siliguri,2.43,4.68,111,Hyderabad Warehouse,662,2026-07-13,,,,,,,,,,,,,,,Fast,No Cost,3,1.5902439024390245,November,2024,4,Monday,1,Minor Delay,0,1,High,87034.64
3455,13,120,2025-06-05,2025-06-11,2025-06-09,322,Cancelled,Magnam Product,Electronics,3329.48,19,"Borah, Gill and Varma",Dehri,6.15,3.78,120,Bangalore Warehouse,996,2026-07-07,,,,,,,,,,,,,,,Average,No Cost,-2,1.5668449197860963,June,2025,2,Thursday,0,On Time,0,1,High,1072092.56
3456,18,124,2026-05-04,2026-05-09,2026-05-11,192,Delivered,Excepturi Product,Furniture,756.02,2,Raju and Sons,Etawah,3.81,4.27,124,Chennai Warehouse,123,2026-07-09,,,,,,,,,,,,,,,Fast,No Cost,2,1.9109947643979057,May,2026,2,Monday,1,Minor Delay,0,0,Medium,145155.84
3457,16,23,2025-05-28,2025-06-03,2025-06-08,480,Cancelled,Quibusdam Product,Furniture,2588.22,10,Handa-Manda,Vijayanagaram,8.66,4.77,23,Delhi Warehouse,912,2026-06-19,,,,,,,,,,,,,,,Average,No Cost,5,1.4335260115606936,May,2025,2,Wednesday,1,Major Delay,0,1,High,1242345.5999999999
3458,19,54,2026-04-13,2026-04-15,2026-04-14,32,In Transit,Voluptatem Product,Groceries,3641.55,2,"Nagar, Hari and Chada",Munger,9.42,4.61,54,Chennai Warehouse,842,2026-06-17,,,,,,,,,,,,,,,Average,No Cost,-1,1.51131221719457,April,2026,2,Monday,0,On Time,0,0,High,116529.6
3459,10,118,2025-09-25,2025-10-02,2025-10-04,444,Delivered,Harum Product,Automotive,2602.93,16,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,118,Bangalore Warehouse,482,2026-06-18,,,,,,,,,,,,,,,Fast,No Cost,2,1.8480392156862746,September,2025,3,Thursday,1,Minor Delay,0,1,High,1155700.92
3460,20,117,2025-07-20,2025-07-28,2025-07-27,477,Delivered,Quisquam Product,Medical,1461.86,8,Chakraborty-Sengupta,Malda,5.0,3.56,117,Hyderabad Warehouse,793,2026-06-16,,,,,,,,,,,,,,,Fast,No Cost,-1,1.3526570048309179,July,2025,3,Sunday,0,On Time,0,1,High,697307.22
3461,20,55,2026-03-09,2026-03-14,2026-03-17,367,Delayed,Odio Product,Furniture,4563.23,5,Chakraborty-Sengupta,Malda,5.0,3.56,55,Bangalore Warehouse,422,2026-07-01,,,,,,,,,,,,,,,Fast,No Cost,3,1.3526570048309179,March,2026,1,Monday,1,Minor Delay,0,1,High,1674705.41
3462,4,72,2026-02-23,2026-03-04,2026-03-07,375,Delivered,Fuga Product,Groceries,160.42,9,Rajagopal-Jayaraman,Jalna,1.0,3.51,72,Chennai Warehouse,359,2026-07-11,,,,,,,,,,,,,,,Fast,No Cost,3,1.5989304812834224,February,2026,1,Monday,1,Minor Delay,0,1,High,60157.49999999999
3463,18,131,2025-12-13,2025-12-23,2025-12-28,200,Delayed,Nesciunt Product,Furniture,3585.42,1,Raju and Sons,Etawah,3.81,4.27,131,Hyderabad Warehouse,157,2026-06-24,,,,,,,,,,,,,,,Fast,No Cost,5,1.9109947643979057,December,2025,4,Saturday,1,Major Delay,0,0,Medium,717084.0
3464,20,127,2026-07-11,2026-07-21,2026-07-19,253,Delivered,Eum Product,Automotive,1710.79,7,Chakraborty-Sengupta,Malda,5.0,3.56,127,Delhi Warehouse,588,2026-07-12,,,,,,,,,,,,,,,Fast,No Cost,-2,1.3526570048309179,July,2026,3,Saturday,0,On Time,0,0,High,432829.87
3465,4,136,2024-10-07,2024-10-12,2024-10-12,147,Delayed,Facilis Product,Groceries,4154.63,13,Rajagopal-Jayaraman,Jalna,1.0,3.51,136,Bangalore Warehouse,943,2026-07-08,379.0,Port Congestion,High,Sunt pariatur animi maiores sint natus voluptatibus.,2025-10-26,379.0,Expedite Shipment,Implemented,2026-02-26,379.0,Pending,7.0,9169.44,Issue resolved successfully,Fast,High,0,1.5989304812834224,October,2024,4,Monday,0,On Time,1,0,High,610730.61
3466,20,112,2025-08-12,2025-08-20,2025-08-19,434,Delivered,Modi Product,Electronics,2985.26,19,Chakraborty-Sengupta,Malda,5.0,3.56,112,Bangalore Warehouse,212,2026-06-25,,,,,,,,,,,,,,,Fast,No Cost,-1,1.3526570048309179,August,2025,3,Tuesday,0,On Time,0,1,Medium,1295602.84
3467,17,53,2026-01-10,2026-01-15,2026-01-17,107,Delayed,Ea Product,Clothing,3005.08,10,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,53,Delhi Warehouse,480,2026-06-28,,,,,,,,,,,,,,,Average,No Cost,2,1.795,January,2026,1,Saturday,1,Minor Delay,0,0,High,321543.56
3468,14,81,2025-02-25,2025-03-01,2025-03-02,356,Cancelled,Voluptatibus Product,Automotive,1958.75,1,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,81,Chennai Warehouse,875,2026-06-17,,,,,,,,,,,,,,,Average,No Cost,1,1.6612021857923498,February,2025,1,Tuesday,1,Minor Delay,0,1,High,697315.0
3469,17,50,2025-03-24,2025-03-26,2025-03-26,53,Delayed,Quae Product,Automotive,939.97,7,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,50,Chennai Warehouse,576,2026-07-06,,,,,,,,,,,,,,,Average,No Cost,0,1.795,March,2025,1,Monday,0,On Time,0,0,High,49818.41
3470,19,16,2025-09-01,2025-09-11,2025-09-11,429,Cancelled,Vel Product,Medical,4239.68,2,"Nagar, Hari and Chada",Munger,9.42,4.61,16,Hyderabad Warehouse,928,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,0,1.51131221719457,September,2025,3,Monday,0,On Time,0,1,High,1818822.7200000002
3471,14,135,2025-05-14,2025-05-22,2025-05-27,373,Delayed,Nisi Product,Medical,1322.29,1,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,135,Delhi Warehouse,660,2026-06-19,,,,,,,,,,,,,,,Average,No Cost,5,1.6612021857923498,May,2025,2,Wednesday,1,Major Delay,0,1,High,493214.17
3472,10,94,2026-05-07,2026-05-17,2026-05-19,348,In Transit,Culpa Product,Clothing,4115.37,20,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,94,Delhi Warehouse,329,2026-07-15,207.0,Transport Strike,Low,Iusto ut fugiat.,2025-08-26,207.0,Increase Safety Stock,Implemented,2025-12-03,207.0,Pending,7.0,10503.3,Supplier changed,Fast,High,2,1.8480392156862746,May,2026,2,Thursday,1,Minor Delay,0,1,High,1432148.76
3473,14,58,2025-11-17,2025-11-24,2025-11-26,36,In Transit,Tempore Product,Groceries,4870.19,6,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,58,Bangalore Warehouse,328,2026-07-11,,,,,,,,,,,,,,,Average,No Cost,2,1.6612021857923498,November,2025,4,Monday,1,Minor Delay,0,0,High,175326.84
3474,7,97,2025-07-04,2025-07-14,2025-07-19,448,In Transit,Id Product,Electronics,4003.94,12,Wali PLC,Khandwa,2.76,4.43,97,Bangalore Warehouse,353,2026-07-08,,,,,,,,,,,,,,,Fast,No Cost,5,1.4314720812182742,July,2025,3,Friday,1,Major Delay,0,1,High,1793765.12
3475,1,93,2026-01-21,2026-01-26,2026-01-28,261,Delayed,Nemo Product,Automotive,3838.07,10,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,93,Mumbai Warehouse,413,2026-06-19,,,,,,,,,,,,,,,Average,No Cost,2,1.427027027027027,January,2026,1,Wednesday,1,Minor Delay,0,1,High,1001736.27
3476,9,109,2025-05-08,2025-05-10,2025-05-11,486,Cancelled,Beatae Product,Automotive,1167.1,12,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,109,Mumbai Warehouse,573,2026-06-17,85.0,Port Congestion,High,Aliquam enim est voluptas eius.,2025-11-03,85.0,Expedite Shipment,Approved,2025-11-18,85.0,Failed,11.0,14366.53,Minor delay occurred,Average,High,1,1.3277310924369747,May,2025,2,Thursday,1,Minor Delay,1,1,High,567210.6
3477,3,33,2026-01-26,2026-02-02,2026-02-06,244,In Transit,Facere Product,Medical,1997.29,4,"Balan, Virk and Mangal",Bangalore,3.73,4.49,33,Delhi Warehouse,549,2026-07-12,,,,,,,,,,,,,,,Fast,No Cost,4,1.595,January,2026,1,Monday,1,Major Delay,0,0,High,487338.76
3478,4,10,2025-06-10,2025-06-17,2025-06-17,161,Delayed,Ratione Product,Medical,834.09,9,Rajagopal-Jayaraman,Jalna,1.0,3.51,10,Hyderabad Warehouse,815,2026-07-09,,,,,,,,,,,,,,,Fast,No Cost,0,1.5989304812834224,June,2025,2,Tuesday,0,On Time,0,0,High,134288.49
3479,2,142,2025-07-27,2025-08-04,2025-08-05,273,Delayed,Dolorum Product,Groceries,1310.64,7,Gour Ltd,Bhilwara,8.05,3.83,142,Mumbai Warehouse,982,2026-07-09,542.0,Traffic,Medium,Molestias cumque maiores.,2026-07-03,542.0,Increase Safety Stock,Implemented,2025-12-25,542.0,Resolved,6.0,5733.05,Cost increased,Average,High,1,1.4691943127962086,July,2025,3,Sunday,1,Minor Delay,0,1,High,357804.72000000003
3480,14,84,2025-06-21,2025-06-27,2025-07-01,187,In Transit,Ab Product,Clothing,1108.56,18,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,84,Bangalore Warehouse,80,2026-06-28,,,,,,,,,,,,,,,Average,No Cost,4,1.6612021857923498,June,2025,2,Saturday,1,Major Delay,0,0,Low,207300.72
3481,3,136,2025-09-14,2025-09-18,2025-09-19,150,In Transit,Facilis Product,Groceries,4154.63,13,"Balan, Virk and Mangal",Bangalore,3.73,4.49,136,Bangalore Warehouse,943,2026-07-08,568.0,Port Congestion,High,Sapiente officiis nobis sit.,2026-05-17,568.0,Increase Safety Stock,Implemented,2025-09-17,568.0,Failed,10.0,6486.81,Shipment rerouted,Fast,High,1,1.595,September,2025,3,Sunday,1,Minor Delay,1,0,High,623194.5
3482,15,58,2025-02-27,2025-03-01,2025-03-05,359,Cancelled,Tempore Product,Groceries,4870.19,6,Sastry and Sons,Haldia,5.45,4.34,58,Bangalore Warehouse,328,2026-07-11,,,,,,,,,,,,,,,Average,No Cost,4,1.4691943127962086,February,2025,1,Thursday,1,Major Delay,0,1,High,1748398.21
3483,20,35,2024-10-12,2024-10-15,2024-10-14,96,Delayed,Dolores Product,Electronics,4034.14,20,Chakraborty-Sengupta,Malda,5.0,3.56,35,Chennai Warehouse,804,2026-07-11,,,,,,,,,,,,,,,Fast,No Cost,-1,1.3526570048309179,October,2024,4,Saturday,0,On Time,0,0,High,387277.44
3484,18,113,2025-12-06,2025-12-10,2025-12-14,333,Cancelled,Placeat Product,Groceries,4202.62,15,Raju and Sons,Etawah,3.81,4.27,113,Mumbai Warehouse,228,2026-07-12,,,,,,,,,,,,,,,Fast,No Cost,4,1.9109947643979057,December,2025,4,Saturday,1,Major Delay,0,1,Medium,1399472.46
3485,4,50,2024-07-15,2024-07-23,2024-07-26,97,Delayed,Quae Product,Automotive,939.97,7,Rajagopal-Jayaraman,Jalna,1.0,3.51,50,Chennai Warehouse,576,2026-07-06,,,,,,,,,,,,,,,Fast,No Cost,3,1.5989304812834224,July,2024,3,Monday,1,Minor Delay,0,0,High,91177.09
3486,16,139,2025-12-21,2025-12-24,2025-12-25,87,Cancelled,Vero Product,Furniture,4054.68,9,Handa-Manda,Vijayanagaram,8.66,4.77,139,Mumbai Warehouse,185,2026-07-15,,,,,,,,,,,,,,,Average,No Cost,1,1.4335260115606936,December,2025,4,Sunday,1,Minor Delay,0,0,Medium,352757.16
3487,1,35,2026-07-07,2026-07-15,2026-07-16,269,Cancelled,Dolores Product,Electronics,4034.14,20,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,35,Chennai Warehouse,804,2026-07-11,,,,,,,,,,,,,,,Average,No Cost,1,1.427027027027027,July,2026,3,Tuesday,1,Minor Delay,0,1,High,1085183.66
3488,3,128,2025-08-11,2025-08-13,2025-08-13,369,Cancelled,Non Product,Clothing,4746.22,5,"Balan, Virk and Mangal",Bangalore,3.73,4.49,128,Hyderabad Warehouse,464,2026-06-23,,,,,,,,,,,,,,,Fast,No Cost,0,1.595,August,2025,3,Monday,0,On Time,0,1,High,1751355.1800000002
3489,20,107,2026-04-01,2026-04-07,2026-04-11,440,Delayed,Repudiandae Product,Automotive,609.59,11,Chakraborty-Sengupta,Malda,5.0,3.56,107,Delhi Warehouse,711,2026-07-01,,,,,,,,,,,,,,,Fast,No Cost,4,1.3526570048309179,April,2026,2,Wednesday,1,Major Delay,0,1,High,268219.60000000003
3490,14,61,2026-06-17,2026-06-27,2026-06-28,467,Cancelled,Eveniet Product,Furniture,3258.29,8,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,61,Mumbai Warehouse,725,2026-06-20,,,,,,,,,,,,,,,Average,No Cost,1,1.6612021857923498,June,2026,2,Wednesday,1,Minor Delay,0,1,High,1521621.43
3491,12,136,2025-10-14,2025-10-16,2025-10-18,393,Delayed,Facilis Product,Groceries,4154.63,13,Thakur and Sons,Kanpur,5.83,3.5,136,Bangalore Warehouse,943,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,2,1.5613207547169812,October,2025,4,Tuesday,1,Minor Delay,0,1,High,1632769.59
3492,13,23,2025-01-18,2025-01-23,2025-01-23,466,Delivered,Quibusdam Product,Furniture,2588.22,10,"Borah, Gill and Varma",Dehri,6.15,3.78,23,Delhi Warehouse,912,2026-06-19,,,,,,,,,,,,,,,Average,No Cost,0,1.5668449197860963,January,2025,1,Saturday,0,On Time,0,1,High,1206110.52
3493,12,24,2025-07-12,2025-07-16,2025-07-21,417,Delivered,Dolorem Product,Medical,3211.29,13,Thakur and Sons,Kanpur,5.83,3.5,24,Bangalore Warehouse,374,2026-06-27,,,,,,,,,,,,,,,Average,No Cost,5,1.5613207547169812,July,2025,3,Saturday,1,Major Delay,0,1,High,1339107.93
3494,7,66,2025-12-26,2026-01-01,2025-12-30,343,Cancelled,Quas Product,Groceries,4225.31,19,Wali PLC,Khandwa,2.76,4.43,66,Bangalore Warehouse,853,2026-06-19,,,,,,,,,,,,,,,Fast,No Cost,-2,1.4314720812182742,December,2025,4,Friday,0,On Time,0,1,High,1449281.33
3495,12,116,2026-02-27,2026-03-03,2026-03-08,447,Cancelled,Architecto Product,Groceries,763.04,10,Thakur and Sons,Kanpur,5.83,3.5,116,Bangalore Warehouse,102,2026-07-04,,,,,,,,,,,,,,,Average,No Cost,5,1.5613207547169812,February,2026,1,Friday,1,Major Delay,0,1,Medium,341078.88
3496,12,39,2026-06-27,2026-06-29,2026-06-27,279,Delivered,Amet Product,Automotive,1228.36,6,Thakur and Sons,Kanpur,5.83,3.5,39,Chennai Warehouse,720,2026-07-10,,,,,,,,,,,,,,,Average,No Cost,-2,1.5613207547169812,June,2026,2,Saturday,0,On Time,0,1,High,342712.43999999994
3497,7,34,2025-12-26,2026-01-05,2026-01-08,131,Delivered,Consequatur Product,Automotive,4834.5,8,Wali PLC,Khandwa,2.76,4.43,34,Delhi Warehouse,280,2026-06-18,,,,,,,,,,,,,,,Fast,No Cost,3,1.4314720812182742,December,2025,4,Friday,1,Minor Delay,0,0,Medium,633319.5
3498,15,112,2025-08-07,2025-08-16,2025-08-16,413,Delivered,Modi Product,Electronics,2985.26,19,Sastry and Sons,Haldia,5.45,4.34,112,Bangalore Warehouse,212,2026-06-25,,,,,,,,,,,,,,,Average,No Cost,0,1.4691943127962086,August,2025,3,Thursday,0,On Time,0,1,Medium,1232912.3800000001
3499,19,125,2025-09-24,2025-09-28,2025-10-01,327,Cancelled,Consectetur Product,Clothing,1221.23,13,"Nagar, Hari and Chada",Munger,9.42,4.61,125,Chennai Warehouse,72,2026-06-29,,,,,,,,,,,,,,,Average,No Cost,3,1.51131221719457,September,2025,3,Wednesday,1,Minor Delay,0,1,Low,399342.21
3500,17,141,2026-05-21,2026-05-31,2026-06-01,175,In Transit,Provident Product,Automotive,4798.63,6,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,141,Delhi Warehouse,291,2026-07-10,,,,,,,,,,,,,,,Average,No Cost,1,1.795,May,2026,2,Thursday,1,Minor Delay,0,0,Medium,839760.25
3501,3,146,2026-06-09,2026-06-13,2026-06-18,439,Delayed,Minus Product,Furniture,4540.31,18,"Balan, Virk and Mangal",Bangalore,3.73,4.49,146,Delhi Warehouse,858,2026-06-21,,,,,,,,,,,,,,,Fast,No Cost,5,1.595,June,2026,2,Tuesday,1,Major Delay,0,1,High,1993196.09
3502,9,16,2025-05-02,2025-05-05,2025-05-05,478,Delivered,Vel Product,Medical,4239.68,2,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,16,Hyderabad Warehouse,928,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,0,1.3277310924369747,May,2025,2,Friday,0,On Time,0,1,High,2026567.04
3503,1,62,2026-01-17,2026-01-21,2026-01-22,446,Cancelled,Officiis Product,Medical,3477.18,12,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,62,Chennai Warehouse,668,2026-07-05,490.0,Traffic,High,Odio rem voluptatibus voluptatem autem voluptatum.,2026-01-02,490.0,Switch Supplier,Pending,2026-06-06,490.0,Failed,8.0,13099.66,Minor delay occurred,Average,High,1,1.427027027027027,January,2026,1,Saturday,1,Minor Delay,1,1,High,1550822.28
3504,11,78,2025-05-29,2025-06-05,2025-06-04,181,Delivered,Quam Product,Clothing,1593.13,4,Banerjee Group,Alappuzha,8.52,4.3,78,Hyderabad Warehouse,637,2026-07-09,,,,,,,,,,,,,,,Average,No Cost,-1,1.3842592592592593,May,2025,2,Thursday,0,On Time,0,0,High,288356.53
3505,20,146,2025-07-09,2025-07-18,2025-07-18,306,Delayed,Minus Product,Furniture,4540.31,18,Chakraborty-Sengupta,Malda,5.0,3.56,146,Delhi Warehouse,858,2026-06-21,,,,,,,,,,,,,,,Fast,No Cost,0,1.3526570048309179,July,2025,3,Wednesday,0,On Time,0,1,High,1389334.86
3506,9,57,2026-02-20,2026-02-25,2026-02-24,259,In Transit,Distinctio Product,Automotive,863.84,19,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,57,Hyderabad Warehouse,848,2026-06-28,,,,,,,,,,,,,,,Average,No Cost,-1,1.3277310924369747,February,2026,1,Friday,0,On Time,0,1,High,223734.56
3507,9,111,2024-10-01,2024-10-10,2024-10-11,322,In Transit,Quaerat Product,Clothing,218.68,3,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,111,Hyderabad Warehouse,662,2026-07-13,,,,,,,,,,,,,,,Average,No Cost,1,1.3277310924369747,October,2024,4,Tuesday,1,Minor Delay,0,1,High,70414.96
3508,9,140,2024-10-10,2024-10-15,2024-10-16,494,Cancelled,Recusandae Product,Groceries,2705.55,15,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,140,Hyderabad Warehouse,927,2026-06-18,,,,,,,,,,,,,,,Average,No Cost,1,1.3277310924369747,October,2024,4,Thursday,1,Minor Delay,0,1,High,1336541.7000000002
3509,13,111,2026-04-26,2026-05-06,2026-05-11,35,In Transit,Quaerat Product,Clothing,218.68,3,"Borah, Gill and Varma",Dehri,6.15,3.78,111,Hyderabad Warehouse,662,2026-07-13,,,,,,,,,,,,,,,Average,No Cost,5,1.5668449197860963,April,2026,2,Sunday,1,Major Delay,0,0,High,7653.8
3510,5,34,2026-07-08,2026-07-14,2026-07-16,93,Delivered,Consequatur Product,Automotive,4834.5,8,Chander-Sibal,Kochi,6.81,4.37,34,Delhi Warehouse,280,2026-06-18,248.0,Supplier Delay,Low,Aut voluptas rem eaque nobis dolor.,2025-09-24,248.0,Change Transport Route,Approved,2025-12-04,248.0,Resolved,14.0,3042.32,Issue resolved successfully,Average,Medium,2,1.7407407407407407,July,2026,3,Wednesday,1,Minor Delay,0,0,Medium,449608.5
3511,6,12,2025-01-24,2025-01-31,2025-02-05,157,In Transit,Fugit Product,Clothing,1357.85,15,Bhavsar-Sampath,Bangalore,2.52,3.72,12,Hyderabad Warehouse,878,2026-06-22,,,,,,,,,,,,,,,Fast,No Cost,5,1.5972222222222223,January,2025,1,Friday,1,Major Delay,0,0,High,213182.44999999998
3512,6,50,2025-03-14,2025-03-19,2025-03-21,25,In Transit,Quae Product,Automotive,939.97,7,Bhavsar-Sampath,Bangalore,2.52,3.72,50,Chennai Warehouse,576,2026-07-06,,,,,,,,,,,,,,,Fast,No Cost,2,1.5972222222222223,March,2025,1,Friday,1,Minor Delay,0,0,High,23499.25
3513,2,64,2024-09-02,2024-09-08,2024-09-12,484,Cancelled,Officia Product,Automotive,1852.17,1,Gour Ltd,Bhilwara,8.05,3.83,64,Hyderabad Warehouse,751,2026-06-19,,,,,,,,,,,,,,,Average,No Cost,4,1.4691943127962086,September,2024,3,Monday,1,Major Delay,0,1,High,896450.28
3514,4,93,2025-10-25,2025-10-31,2025-11-05,473,Delayed,Nemo Product,Automotive,3838.07,10,Rajagopal-Jayaraman,Jalna,1.0,3.51,93,Mumbai Warehouse,413,2026-06-19,,,,,,,,,,,,,,,Fast,No Cost,5,1.5989304812834224,October,2025,4,Saturday,1,Major Delay,0,1,High,1815407.11
3515,4,24,2026-02-26,2026-03-06,2026-03-08,151,Delayed,Dolorem Product,Medical,3211.29,13,Rajagopal-Jayaraman,Jalna,1.0,3.51,24,Bangalore Warehouse,374,2026-06-27,512.0,Machine Failure,High,Quod nobis accusantium dolores molestiae ipsam.,2026-02-19,512.0,Expedite Shipment,Pending,2025-10-03,512.0,Failed,8.0,14358.67,Shipment rerouted,Fast,High,2,1.5989304812834224,February,2026,1,Thursday,1,Minor Delay,1,0,High,484904.79
3516,7,127,2024-11-16,2024-11-26,2024-11-26,149,In Transit,Eum Product,Automotive,1710.79,7,Wali PLC,Khandwa,2.76,4.43,127,Delhi Warehouse,588,2026-07-12,,,,,,,,,,,,,,,Fast,No Cost,0,1.4314720812182742,November,2024,4,Saturday,0,On Time,0,0,High,254907.71
3517,19,29,2024-12-26,2025-01-03,2025-01-06,30,Cancelled,Architecto Product,Furniture,4183.31,3,"Nagar, Hari and Chada",Munger,9.42,4.61,29,Chennai Warehouse,981,2026-06-27,,,,,,,,,,,,,,,Average,No Cost,3,1.51131221719457,December,2024,4,Thursday,1,Minor Delay,0,0,High,125499.30000000002
3518,13,89,2025-11-24,2025-11-30,2025-11-30,14,Cancelled,Fugiat Product,Electronics,4524.8,7,"Borah, Gill and Varma",Dehri,6.15,3.78,89,Bangalore Warehouse,597,2026-06-18,,,,,,,,,,,,,,,Average,No Cost,0,1.5668449197860963,November,2025,4,Monday,0,On Time,0,0,High,63347.200000000004
3519,1,82,2024-09-13,2024-09-15,2024-09-16,241,In Transit,Unde Product,Electronics,3347.22,1,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,82,Hyderabad Warehouse,481,2026-07-04,369.0,Traffic,High,Ullam officiis veritatis libero libero est pariatur ipsa.,2026-05-16,369.0,Change Transport Route,Rejected,2026-04-22,369.0,Pending,11.0,1519.28,Shipment rerouted,Average,Low,1,1.427027027027027,September,2024,3,Friday,1,Minor Delay,1,0,High,806680.0199999999
3520,2,142,2026-06-24,2026-06-27,2026-06-25,259,Cancelled,Dolorum Product,Groceries,1310.64,7,Gour Ltd,Bhilwara,8.05,3.83,142,Mumbai Warehouse,982,2026-07-09,,,,,,,,,,,,,,,Average,No Cost,-2,1.4691943127962086,June,2026,2,Wednesday,0,On Time,0,1,High,339455.76
3521,18,86,2026-01-25,2026-02-01,2026-02-03,250,Delayed,Aliquam Product,Electronics,2475.27,3,Raju and Sons,Etawah,3.81,4.27,86,Mumbai Warehouse,687,2026-06-23,401.0,Port Congestion,Low,Animi esse natus eligendi consequuntur quisquam.,2026-01-21,401.0,Switch Supplier,Approved,2025-12-04,401.0,Partially Resolved,13.0,-3302.21,Cost increased,Fast,Low,2,1.9109947643979057,January,2026,1,Sunday,1,Minor Delay,0,0,High,618817.5
3522,18,92,2025-06-24,2025-07-04,2025-07-08,82,In Transit,Architecto Product,Furniture,4826.14,10,Raju and Sons,Etawah,3.81,4.27,92,Mumbai Warehouse,215,2026-07-07,176.0,Port Congestion,Low,Molestiae alias a iusto voluptate quaerat accusantium.,2026-07-13,176.0,Change Transport Route,Pending,2026-04-17,176.0,Failed,3.0,3092.35,Shipment rerouted,Fast,Medium,4,1.9109947643979057,June,2025,2,Tuesday,1,Major Delay,0,0,Medium,395743.48000000004
3523,1,96,2024-10-22,2024-10-28,2024-10-30,151,Cancelled,Laborum Product,Medical,3501.37,20,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,96,Mumbai Warehouse,471,2026-06-19,335.0,Port Congestion,High,Voluptates sit quidem itaque iusto quod.,2025-10-27,335.0,Increase Safety Stock,Implemented,2025-10-26,335.0,Resolved,5.0,13083.29,Minor delay occurred,Average,High,2,1.427027027027027,October,2024,4,Tuesday,1,Minor Delay,1,0,High,528706.87
3524,19,110,2024-09-02,2024-09-04,2024-09-08,261,In Transit,Assumenda Product,Furniture,4904.71,9,"Nagar, Hari and Chada",Munger,9.42,4.61,110,Chennai Warehouse,817,2026-06-23,,,,,,,,,,,,,,,Average,No Cost,4,1.51131221719457,September,2024,3,Monday,1,Major Delay,0,1,High,1280129.31
3525,12,43,2024-12-19,2024-12-22,2024-12-27,142,Cancelled,Exercitationem Product,Furniture,2754.15,12,Thakur and Sons,Kanpur,5.83,3.5,43,Delhi Warehouse,560,2026-06-21,,,,,,,,,,,,,,,Average,No Cost,5,1.5613207547169812,December,2024,4,Thursday,1,Major Delay,0,0,High,391089.3
3526,2,112,2025-05-21,2025-05-23,2025-05-24,203,Delayed,Modi Product,Electronics,2985.26,19,Gour Ltd,Bhilwara,8.05,3.83,112,Bangalore Warehouse,212,2026-06-25,,,,,,,,,,,,,,,Average,No Cost,1,1.4691943127962086,May,2025,2,Wednesday,1,Minor Delay,0,0,Medium,606007.78
3527,20,106,2025-04-13,2025-04-16,2025-04-20,234,Delayed,Officiis Product,Clothing,3586.71,17,Chakraborty-Sengupta,Malda,5.0,3.56,106,Delhi Warehouse,595,2026-06-23,,,,,,,,,,,,,,,Fast,No Cost,4,1.3526570048309179,April,2025,2,Sunday,1,Major Delay,0,0,High,839290.14
